A_known,A_learning,A_skill,A_streak,B_known,B_learning,B_skill,B_streak,label
8,6,2,53,8,6,3,14,1
5,11,3,60,2,10,2,27,0
3,8,3,51,2,8,1,29,0
1,5,1,68,1,5,2,70,1
3,9,2,11,2,6,1,2,0
2,4,2,56,5,9,1,86,0
4,8,3,68,8,4,1,71,1
6,3,1,96,5,1,1,5,0
9,4,2,57,9,4,2,90,1
3,7,1,93,4,8,3,51,0
6,1,2,44,10,9,3,25,0
2,7,3,66,2,7,3,83,1
7,5,1,65,5,7,3,80,1
2,1,3,26,6,5,2,60,0
6,2,2,28,2,6,3,13,1
11,8,1,19,11,3,2,35,0
9,2,2,12,2,10,2,27,0
2,11,3,35,11,6,1,96,0
6,7,2,24,10,9,3,25,0
11,2,3,70,11,2,2,31,1
3,2,2,95,8,3,1,21,0
1,11,3,92,11,1,3,70,1
8,11,3,64,11,8,2,15,1
9,5,2,87,9,5,2,45,1
3,4,1,44,10,2,1,35,0
1,8,1,94,8,1,2,7,1
7,3,1,45,8,11,1,46,0
2,5,2,81,5,2,3,26,1
6,3,2,70,3,6,2,75,1
10,1,2,25,1,10,2,90,1
11,2,3,21,5,2,2,28,0
9,3,3,1,3,9,3,30,1
1,11,1,43,11,1,3,31,1
7,4,2,5,7,4,2,39,1
6,10,1,99,7,8,3,8,0
2,10,2,1,11,5,3,58,0
2,6,1,2,7,11,1,87,0
3,2,3,37,7,8,3,68,0
9,1,1,61,7,4,3,52,0
5,4,1,90,2,7,3,66,0
11,5,2,89,11,5,3,9,1
2,10,2,1,11,1,1,70,0
11,6,1,23,6,11,2,90,1
8,6,2,53,8,6,2,40,1
4,8,3,95,1,3,2,41,0
9,4,3,61,4,9,1,44,1
5,2,2,26,2,5,1,20,1
7,2,3,82,7,3,1,22,0
11,1,3,76,10,1,1,34,0
5,2,1,62,2,5,2,76,1
4,8,3,68,7,9,2,57,0
1,8,2,6,8,1,2,8,1
4,1,3,26,4,1,2,61,1
5,10,1,69,10,5,1,33,1
2,10,2,51,10,2,3,93,1
11,9,1,32,5,7,2,79,0
11,2,1,93,10,7,1,16,0
2,9,2,31,9,2,3,31,1
11,2,2,63,8,1,2,28,0
5,4,1,7,5,4,3,12,1
5,7,3,9,5,7,3,41,1
8,9,1,100,4,9,1,68,0
7,1,3,70,1,7,3,99,1
10,7,1,86,6,7,2,26,0
11,1,3,73,2,4,2,70,0
1,5,2,42,8,5,1,28,0
8,6,2,8,8,6,3,10,1
8,9,1,100,11,5,2,86,0
8,1,2,8,8,1,3,12,1
4,5,3,31,1,4,1,35,0
9,6,3,67,9,5,3,27,0
2,8,1,8,10,4,3,38,0
11,2,2,55,2,10,1,97,0
5,6,2,89,9,1,2,10,0
8,1,3,91,3,2,2,95,0
4,1,2,65,4,1,2,13,1
11,7,3,73,7,11,3,46,1
3,2,2,50,11,3,1,7,0
6,5,1,16,6,5,2,60,1
7,10,2,85,11,7,3,62,0
8,3,2,28,8,3,1,21,1
10,4,3,61,4,8,1,31,0
11,1,1,70,6,7,1,1,0
6,7,1,1,3,4,2,67,0
11,2,2,55,2,11,2,97,1
7,8,2,65,9,6,3,87,0
7,5,3,100,2,4,2,37,0
11,7,3,73,10,7,3,61,0
4,9,3,94,7,8,3,68,0
8,5,2,89,5,8,3,81,1
5,3,2,30,9,6,2,31,0
1,3,1,12,1,3,2,2,1
6,5,1,30,1,4,2,83,0
1,9,3,29,3,10,3,74,0
9,3,3,26,11,7,3,73,0
9,1,1,75,9,1,2,10,1
8,5,2,33,8,11,3,91,0
8,10,1,19,7,3,3,4,0
1,9,3,82,9,1,2,10,1
6,3,2,14,3,6,1,15,1
1,10,3,20,9,6,3,87,0
7,10,1,53,10,7,3,30,1
9,3,3,55,1,5,2,70,0
5,3,1,48,5,3,2,20,1
1,8,1,1,1,8,2,50,1
7,11,3,62,7,11,1,40,1
4,2,3,45,10,9,3,47,0
8,11,3,91,11,8,1,57,1
1,11,2,6,1,3,2,19,0
5,8,2,30,4,7,3,96,0
11,10,1,36,8,10,1,17,0
4,3,2,3,3,4,1,44,1
5,4,3,88,4,5,3,85,1
7,4,2,88,1,3,1,12,0
2,1,1,1,2,7,2,89,0
9,1,2,69,1,9,1,81,1
2,6,3,71,1,11,1,49,0
8,10,1,8,10,8,1,56,1
4,2,2,72,11,1,3,73,0
11,1,3,23,7,2,3,93,0
11,9,3,43,8,3,2,68,0
9,1,1,81,4,1,2,13,0
1,2,2,39,1,11,1,32,0
7,10,2,7,10,4,1,79,0
4,11,1,94,11,4,2,63,1
10,7,3,40,7,10,1,83,1
2,6,2,6,9,7,2,80,0
9,7,3,91,8,5,1,42,0
3,4,2,29,3,4,3,47,1
3,8,3,70,3,8,1,11,1
3,9,2,11,3,9,1,7,1
9,7,1,85,5,10,1,69,0
6,4,2,5,4,6,2,33,1
6,8,2,61,5,6,1,98,0
10,9,1,57,4,5,1,91,0
10,3,3,41,6,3,1,96,0
6,9,1,35,6,9,3,64,1
8,6,3,17,6,7,1,72,0
8,5,2,66,9,10,3,65,0
6,11,2,90,11,6,1,95,1
7,5,3,72,5,7,3,80,1
5,2,1,62,11,4,3,40,0
9,4,3,7,4,10,3,7,0
1,9,3,82,2,4,3,65,0
7,4,3,52,3,5,2,47,0
7,3,1,64,9,6,1,54,0
5,4,3,12,5,11,3,27,0
8,9,1,100,3,7,3,7,0
3,6,2,75,6,3,1,64,1
5,7,3,41,7,5,2,74,1
7,5,2,31,8,5,2,89,0
9,3,2,12,7,8,3,42,0
8,10,2,67,3,4,2,29,0
2,8,2,81,2,6,1,61,0
11,1,1,70,5,1,3,89,0
11,9,3,62,9,11,3,65,1
3,9,1,71,3,9,3,68,1
7,5,1,66,6,8,1,92,0
11,4,2,99,11,4,1,22,1
9,10,3,63,1,9,3,58,0
6,4,2,5,6,4,3,46,1
4,8,3,73,7,3,1,45,0
10,8,1,81,8,10,2,6,1
10,8,3,31,8,2,1,82,0
10,7,3,29,7,10,1,53,1
7,5,3,72,9,3,3,77,0
2,10,2,2,10,2,3,93,1
10,7,1,86,10,8,2,87,0
6,11,1,69,7,4,1,14,0
6,4,2,86,2,9,3,75,0
9,2,2,12,9,3,1,58,0
6,10,1,43,3,4,1,44,0
3,8,2,66,3,8,1,11,1
1,11,1,32,5,3,2,20,0
2,7,1,42,11,8,2,13,0
9,3,3,1,9,11,1,65,0
10,9,2,68,10,9,2,81,1
1,8,2,11,8,6,2,31,0
10,8,3,33,4,6,2,33,0
8,6,2,31,4,3,1,21,0
6,10,2,64,6,10,2,10,1
4,11,1,43,11,4,2,99,1
4,8,3,73,3,9,3,30,0
2,11,2,69,2,6,2,87,0
4,8,2,82,11,4,1,59,0
8,6,2,31,9,3,1,14,0
9,5,1,74,5,9,1,86,1
6,8,3,29,6,8,2,11,1
9,5,2,45,9,5,1,43,1
1,10,2,2,6,10,3,85,0
1,8,2,6,11,2,1,91,0
8,10,3,9,1,6,1,61,0
7,2,1,95,10,2,1,35,0
2,10,1,33,2,10,2,89,1
6,1,3,54,2,11,2,97,0
5,1,2,38,5,1,1,7,1
2,7,3,53,6,7,1,60,0
6,4,2,94,4,10,1,15,0
7,5,2,48,9,3,2,32,0
10,8,2,87,10,11,1,24,0
4,3,1,8,11,8,2,19,0
7,6,1,86,6,11,2,90,0
1,9,3,69,9,1,2,10,1
11,2,1,91,11,5,3,37,0
4,10,1,15,4,10,3,72,1
9,3,1,14,5,3,2,91,0
9,11,1,65,11,2,1,26,0
9,6,1,88,6,9,1,13,1
5,1,2,38,4,7,3,92,0
3,5,2,22,11,9,3,8,0
10,2,2,43,10,2,1,35,1
5,2,3,26,5,2,1,3,1
10,9,2,81,10,9,1,57,1
6,4,3,46,4,6,1,98,1
5,3,1,48,4,1,3,26,0
3,2,2,50,10,5,3,85,0
7,5,3,75,3,6,1,88,0
1,7,1,6,7,1,3,70,1
3,8,3,76,7,11,1,87,0
11,1,3,31,6,10,1,99,0
4,1,3,26,11,8,1,19,0
10,9,3,47,2,4,2,37,0
7,4,2,9,7,4,3,52,1
7,8,2,27,11,4,1,59,0
8,4,2,47,10,8,3,31,0
7,1,2,61,9,7,3,91,0
9,10,3,65,10,9,1,33,1
6,3,2,70,3,6,1,15,1
6,10,1,43,7,1,2,61,0
1,9,3,58,2,11,1,90,0
1,9,1,25,9,10,3,63,0
9,10,3,63,10,9,2,81,1
8,1,3,52,7,8,3,8,0
3,7,2,14,1,3,2,19,0
7,3,2,82,2,10,3,89,0
3,2,2,79,2,3,1,96,1
6,7,1,1,1,5,1,68,0
8,5,1,50,4,9,2,94,0
9,10,2,75,10,9,2,13,1
6,8,2,45,6,8,2,11,1
4,5,2,11,5,4,3,88,1
4,2,1,57,9,1,1,75,0
2,10,2,2,10,2,1,35,1
11,2,1,91,11,2,3,5,1
10,11,1,24,11,10,1,36,1
10,3,3,42,10,3,1,80,1
11,8,2,15,8,10,3,73,0
3,8,1,2,11,8,2,13,0
1,3,2,58,1,9,1,25,0
8,5,2,33,8,2,1,75,0
3,5,2,31,9,11,3,81,0
5,7,3,41,7,5,2,74,1
10,11,3,80,8,9,1,5,0
7,10,1,53,10,7,1,16,1
9,3,1,14,9,3,1,35,1
7,5,1,65,11,6,2,18,0
8,9,1,100,7,11,3,84,0
8,9,1,60,8,9,3,33,1
11,8,2,15,11,8,1,73,1
4,1,3,26,11,7,3,84,0
2,4,2,98,5,4,3,6,0
4,2,3,45,4,2,2,63,1
6,5,2,60,6,5,3,90,1
11,1,3,70,1,8,2,11,0
4,8,1,35,4,8,2,82,1
5,6,3,75,1,10,3,32,0
11,2,3,21,2,6,3,46,0
9,8,1,5,1,6,1,55,0
1,2,2,73,2,3,2,75,0
6,10,1,99,6,10,3,43,1
1,11,2,91,8,3,2,32,0
4,10,2,48,4,10,3,72,1
7,3,2,82,5,1,1,50,0
1,8,2,6,1,8,2,6,1
3,2,3,87,2,11,2,97,0
8,3,1,21,3,8,1,11,1
9,6,1,88,11,1,3,7,0
4,7,2,15,9,1,1,65,0
8,1,1,84,8,1,2,7,1
3,8,3,82,1,6,1,81,0
7,1,2,4,9,5,1,43,0
2,10,2,2,10,11,1,24,0
9,1,1,75,9,1,1,13,1
1,6,1,81,1,6,3,80,1
3,8,1,11,8,3,2,28,1
3,10,3,26,2,9,3,39,0
9,7,1,88,7,9,2,60,1
1,7,1,6,10,4,3,67,0
10,4,3,38,5,1,2,37,0
3,8,3,70,7,1,3,7,0
3,2,3,13,4,8,2,29,0
6,3,2,14,5,7,3,80,0
9,7,1,88,9,7,1,40,1
4,11,1,66,5,4,1,7,0
9,4,3,61,9,4,2,57,1
3,8,3,82,6,10,1,43,0
2,11,3,35,5,2,3,26,0
8,6,1,53,9,6,1,54,0
4,11,1,43,4,11,1,67,1
2,11,1,4,11,2,2,55,1
5,11,1,34,11,1,3,23,0
8,9,1,5,10,11,2,67,0
5,4,3,12,9,2,2,61,0
4,11,1,66,8,5,3,88,0
8,11,3,91,1,8,2,11,0
2,7,3,13,6,5,2,1,0
11,5,3,9,11,2,2,63,0
7,9,2,57,9,7,1,88,1
1,4,1,6,4,1,2,79,1
10,2,1,88,10,2,2,10,1
11,5,2,89,5,9,1,10,0
11,10,1,36,5,9,2,35,0
6,1,1,85,6,1,2,46,1
9,5,1,70,9,5,1,29,1
3,2,3,14,9,1,1,75,0
11,7,3,59,1,11,1,32,0
4,5,1,91,4,5,2,11,1
4,10,2,71,10,4,2,83,1
6,9,1,13,9,1,1,61,0
2,11,2,62,9,2,1,48,0
9,2,1,48,5,7,3,80,0
8,1,1,80,1,8,1,22,1
8,10,3,33,5,4,3,12,0
9,8,1,56,8,9,1,65,1
9,5,3,17,2,11,2,61,0
2,4,1,91,2,4,3,33,1
5,2,3,71,1,8,1,94,0
3,7,1,90,1,3,2,63,0
8,11,2,52,3,6,2,81,0
8,11,3,52,7,5,3,2,0
7,5,3,100,7,5,3,75,1
8,10,2,6,8,10,1,39,1
8,1,3,47,9,3,2,12,0
10,7,3,29,7,10,1,83,1
1,7,1,8,2,1,3,26,0
2,6,3,46,6,8,2,1,0
4,8,2,82,6,10,2,64,0
11,10,1,4,10,11,1,76,1
8,4,1,24,4,1,1,38,0
9,6,1,56,9,6,1,88,1
5,7,2,79,1,6,2,98,0
6,7,2,89,7,6,3,92,1
4,5,1,91,8,4,2,47,0
1,6,1,55,6,1,2,46,1
4,3,1,8,11,8,1,19,0
7,10,1,53,9,5,3,31,0
6,4,2,86,8,1,3,52,0
6,11,2,90,6,11,3,74,1
11,4,2,99,6,1,3,54,0
4,7,2,38,5,2,2,26,0
2,4,2,70,4,2,2,99,1
8,6,1,53,6,8,1,96,1
5,4,3,12,7,8,3,100,0
4,3,1,21,3,4,1,44,1
9,5,2,87,5,9,1,10,1
9,8,2,57,5,11,1,90,0
11,4,1,59,10,8,3,31,0
5,7,3,80,7,5,3,2,1
6,8,3,29,8,6,2,31,1
11,1,3,7,11,1,3,76,1
11,9,1,32,11,3,1,7,0
1,10,2,70,5,7,3,13,0
5,3,2,20,11,2,1,91,0
2,5,2,64,5,1,2,38,0
11,1,1,89,11,1,3,70,1
6,4,2,5,9,5,1,70,0
9,5,3,17,3,1,1,93,0
1,11,1,49,10,7,1,86,0
4,7,1,76,4,7,3,92,1
9,10,2,28,8,2,1,51,0
1,3,1,54,8,1,2,7,0
9,7,3,91,7,9,2,19,1
5,11,1,90,4,8,1,45,0
10,2,3,68,2,10,1,97,1
4,1,2,79,4,1,2,61,1
1,4,3,72,4,1,3,93,1
1,11,1,49,11,1,3,73,1
8,10,2,67,1,3,3,38,0
5,10,1,3,2,7,3,53,0
3,8,3,51,10,8,3,20,0
6,1,1,25,3,10,1,5,0
3,6,2,81,4,6,3,46,0
5,1,2,37,4,8,3,13,0
2,5,1,20,6,8,1,92,0
10,5,3,41,5,10,1,3,1
2,4,3,33,9,8,1,45,0
1,9,3,82,1,9,1,81,1
6,3,2,58,3,6,2,43,1
9,2,1,22,2,4,2,64,0
7,6,1,86,6,7,1,72,1
4,3,1,8,8,1,3,12,0
9,7,1,85,9,7,3,78,1
8,1,2,8,7,1,2,4,0
10,9,3,25,1,6,2,89,0
8,1,3,91,8,10,3,16,0
8,2,1,82,2,8,2,81,1
9,5,2,87,5,1,2,38,0
5,11,3,60,5,11,1,90,1
2,1,3,26,10,8,1,6,0
7,10,1,83,7,9,2,19,0
10,9,2,81,9,10,2,28,1
4,7,1,72,2,4,3,88,0
3,4,1,44,4,3,1,21,1
5,1,1,7,5,1,1,87,1
3,7,2,64,1,8,2,6,0
10,4,2,83,10,4,3,61,1
5,3,2,47,10,5,3,47,0
8,4,1,71,8,4,1,75,1
5,4,1,74,10,1,1,78,0
8,10,3,16,8,4,1,3,0
7,2,3,93,8,3,1,21,0
11,1,3,31,4,6,1,47,0
3,7,3,17,7,3,1,45,1
8,9,1,60,11,1,3,31,0
6,11,3,74,6,11,1,69,1
2,4,1,91,4,2,2,63,1
8,10,3,16,9,10,1,37,0
1,9,3,58,1,9,1,25,1
1,6,2,69,8,1,2,8,0
11,7,3,83,11,7,3,59,1
9,11,3,65,11,9,2,16,1
2,9,3,81,2,9,3,75,1
3,10,3,26,8,4,1,26,0
11,7,3,83,1,10,3,33,0
5,4,1,90,6,8,1,96,0
3,1,3,65,2,5,2,33,0
4,7,2,38,4,7,2,15,1
4,6,2,33,5,1,1,50,0
3,5,3,95,10,2,3,68,0
5,7,3,9,5,7,2,79,1
6,5,2,60,5,6,1,57,1
10,9,2,81,9,5,3,27,0
2,4,1,3,2,4,3,79,1
10,9,3,31,9,10,1,49,1
9,2,3,31,4,9,1,33,0
10,3,1,80,3,10,3,16,1
7,9,2,60,11,8,1,73,0
6,8,1,21,6,8,3,29,1
4,8,3,51,2,7,3,7,0
11,3,3,4,8,3,3,35,0
5,3,2,37,7,11,1,40,0
11,3,1,7,9,2,3,54,0
1,3,1,54,1,3,2,2,1
3,6,2,43,3,6,3,46,1
1,5,2,42,7,11,3,46,0
10,11,3,43,7,8,1,8,0
3,6,1,27,6,3,2,14,1
10,1,1,38,10,1,1,34,1
2,5,3,77,5,2,3,26,1
11,2,3,40,2,11,1,90,1
2,8,2,80,3,4,3,47,0
7,2,3,93,5,2,1,45,0
10,7,1,86,4,1,3,26,0
1,10,3,32,7,10,1,82,0
1,9,1,93,9,1,1,75,1
9,6,3,67,4,8,2,82,0
10,11,3,25,7,8,3,8,0
4,6,2,33,3,9,2,11,0
1,6,1,92,8,7,3,3,0
3,2,2,95,7,4,1,3,0
4,3,1,8,9,8,2,28,0
1,7,3,41,1,7,3,99,1
2,10,2,11,9,11,3,65,0
10,8,1,81,6,9,3,90,0
11,1,3,70,1,9,3,69,0
8,5,2,41,8,10,2,67,0
3,1,3,50,8,10,1,8,0
11,9,1,19,9,11,1,65,1
5,6,3,75,1,8,2,6,0
2,6,3,71,2,8,2,81,0
10,11,3,80,10,11,1,76,1
5,6,2,23,3,6,2,75,0
5,4,2,32,5,2,3,26,0
10,8,2,87,4,2,2,63,0
10,7,3,97,10,6,3,84,0
4,6,2,20,3,8,3,76,0
3,8,1,36,7,9,1,58,0
9,2,1,98,11,8,1,57,0
10,11,1,76,8,6,2,8,0
3,5,2,47,8,5,3,81,0
1,11,2,91,7,9,1,27,0
8,1,3,52,3,5,2,17,0
1,8,1,94,7,2,3,82,0
5,2,3,46,7,8,3,100,0
11,5,2,42,5,11,1,90,1
4,2,2,72,9,3,1,67,0
3,9,3,30,3,9,2,87,1
6,11,3,46,10,2,2,10,0
5,8,1,84,10,7,3,30,0
11,7,3,5,1,3,2,58,0
9,7,1,40,7,9,2,19,1
8,1,2,8,1,8,2,11,1
2,5,1,65,10,4,2,83,0
9,11,3,79,11,9,2,76,1
10,11,3,43,11,10,1,56,1
4,11,1,12,1,11,1,49,0
4,8,2,69,1,5,2,42,0
4,3,1,8,5,4,1,7,0
2,10,2,89,3,10,3,73,0
9,6,2,31,9,3,1,14,0
7,6,1,86,3,6,2,31,0
5,2,1,3,6,10,1,48,0
10,11,3,90,5,11,1,90,0
5,7,3,13,6,10,1,83,0
2,4,2,27,9,3,1,35,0
6,5,2,33,9,4,2,57,0
9,10,1,49,9,3,3,1,0
6,4,1,51,3,7,2,14,0
6,10,1,83,2,10,1,33,0
1,6,2,75,9,10,2,75,0
11,2,2,72,11,2,2,39,1
1,8,2,11,7,5,3,72,0
7,1,2,61,7,1,2,90,1
10,6,3,25,4,7,1,47,0
7,5,3,100,5,7,3,91,1
10,3,2,56,1,9,1,25,0
8,6,2,53,11,9,3,43,0
2,9,3,39,5,7,2,79,0
10,11,1,24,11,10,1,56,1
1,7,1,6,11,8,3,77,0
2,9,3,68,5,11,3,27,0
11,7,3,84,7,1,2,90,0
4,1,2,65,7,4,2,88,0
4,9,2,82,9,4,2,80,1
4,3,1,5,3,4,2,29,1
6,4,1,25,10,9,2,13,0
2,11,2,62,2,1,1,1,0
10,11,1,76,2,3,1,96,0
6,5,1,30,8,6,3,17,0
10,8,3,20,8,10,2,6,1
3,2,2,95,10,6,2,91,0
1,9,3,78,11,10,3,42,0
4,8,3,73,8,4,1,3,1
8,11,2,52,3,6,1,88,0
10,7,3,61,1,5,3,80,0
11,7,3,59,5,6,1,57,0
1,9,3,58,9,1,1,81,1
4,5,2,11,8,3,2,68,0
10,1,1,34,6,3,2,14,0
9,2,1,98,9,2,1,22,1
6,2,1,69,7,4,2,24,0
7,8,3,8,5,2,3,46,0
4,2,2,72,3,7,3,7,0
9,6,1,23,9,6,1,13,1
7,6,1,46,7,6,1,15,1
2,8,2,26,2,8,2,81,1
9,6,1,67,9,5,1,74,0
7,3,1,64,8,6,2,85,0
2,4,2,56,2,4,2,70,1
6,7,1,72,6,3,1,74,0
11,8,3,51,2,6,2,87,0
2,1,3,42,6,7,1,72,0
9,1,1,81,9,1,2,35,1
9,4,2,80,2,4,2,83,0
2,9,3,75,5,3,2,47,0
5,1,2,38,6,4,3,88,0
7,5,2,74,7,5,3,100,1
9,4,3,59,4,9,1,44,1
5,3,1,42,2,5,1,65,0
9,3,3,77,9,3,2,32,1
5,11,3,27,11,5,3,37,1
7,8,2,56,8,7,2,4,1
6,4,1,25,6,8,2,61,0
8,4,1,24,7,5,3,67,0
9,6,2,98,1,11,1,60,0
8,7,1,57,2,7,1,28,0
2,5,1,65,5,7,2,27,0
6,9,1,13,6,7,2,26,0
3,8,3,51,3,8,3,70,1
5,10,1,3,8,10,2,94,0
7,9,1,84,3,7,1,14,0
5,3,2,19,11,8,1,73,0
10,6,2,91,10,6,1,9,1
1,11,1,55,2,1,3,47,0
7,2,2,11,7,2,3,93,1
10,6,1,86,10,6,3,25,1
7,8,1,28,4,7,2,38,0
1,3,3,49,10,3,3,49,0
3,5,3,95,5,6,2,23,0
6,1,2,44,6,1,3,93,1
5,10,1,3,4,1,3,33,0
5,10,1,3,10,6,3,84,0
2,8,2,80,2,4,2,70,0
7,9,1,27,9,7,3,78,1
1,2,3,21,8,9,3,51,0
4,2,3,45,1,11,1,60,0
1,7,1,8,7,1,2,61,1
10,7,3,30,10,1,2,25,0
3,11,3,16,11,3,1,14,1
2,5,2,81,5,9,1,86,0
6,9,3,64,6,9,3,90,1
5,6,1,57,6,5,2,1,1
10,1,1,38,7,2,1,48,0
11,5,2,86,11,7,3,62,0
1,9,1,5,11,5,3,37,0
11,4,2,63,7,9,1,85,0
5,1,3,83,5,1,1,87,1
11,9,2,76,9,11,3,81,1
4,11,1,94,11,2,3,21,0
11,1,3,31,6,3,2,59,0
6,9,1,35,2,10,3,93,0
1,11,1,32,11,3,3,36,0
11,1,3,73,11,8,2,15,0
3,1,1,93,4,3,1,78,0
6,9,1,13,6,9,2,39,1
11,3,1,7,4,10,2,80,0
3,11,3,16,1,9,3,24,0
9,8,1,5,8,9,1,60,1
11,8,2,17,4,5,2,48,0
1,11,2,75,2,9,3,39,0
11,1,3,7,5,7,3,98,0
5,3,1,91,2,4,2,37,0
7,10,1,83,7,5,2,74,0
1,11,1,49,11,1,3,73,1
3,11,1,81,3,11,2,99,1
1,7,3,99,9,5,1,49,0
6,5,2,66,9,4,3,71,0
3,10,3,73,10,1,1,34,0
2,4,2,64,9,8,1,56,0
2,4,1,91,8,10,2,6,0
2,10,2,89,7,3,1,69,0
5,9,1,86,5,9,2,40,1
9,4,3,59,3,4,1,44,0
2,7,3,13,9,6,1,88,0
2,11,2,62,5,8,2,54,0
1,11,1,60,11,1,3,23,1
3,4,3,44,4,3,1,5,1
2,5,2,33,6,5,2,60,0
7,6,1,15,11,9,1,19,0
7,3,3,4,1,9,3,58,0
2,10,2,11,2,10,2,1,1
2,10,2,11,5,3,1,91,0
4,6,1,57,10,6,3,25,0
1,4,2,9,2,1,3,27,0
2,11,2,97,11,2,3,40,1
9,6,3,87,9,6,1,50,1
3,8,3,18,3,8,3,51,1
11,10,1,4,11,10,1,56,1
10,2,1,3,2,10,2,89,1
10,11,1,76,10,11,3,25,1
1,8,2,11,2,4,2,56,0
7,9,3,66,2,8,1,48,0
7,4,2,9,7,4,2,88,1
7,5,3,100,10,3,3,42,0
5,2,3,69,5,2,3,26,1
11,5,2,49,5,11,3,27,1
7,5,2,48,6,1,2,46,0
5,3,2,2,3,5,2,31,1
9,10,1,49,1,10,2,90,0
11,6,2,66,6,11,1,69,1
9,2,2,61,2,9,3,68,1
10,1,1,34,9,7,1,58,0
11,9,2,76,2,11,1,4,0
11,7,2,53,11,7,3,84,1
2,3,3,21,3,2,3,13,1
9,10,1,25,10,9,2,68,1
6,11,3,74,6,11,2,90,1
9,6,2,31,8,10,3,16,0
7,10,1,83,8,5,1,50,0
6,4,2,5,1,6,2,75,0
11,8,2,13,1,2,1,97,0
2,10,2,2,4,8,3,13,0
9,5,3,84,8,11,2,69,0
4,2,2,99,10,9,1,33,0
8,9,1,100,2,10,2,51,0
11,4,1,59,4,11,3,47,1
9,2,1,22,9,2,1,48,1
11,5,2,49,4,3,2,3,0
4,1,3,33,1,4,1,78,1
5,11,1,90,5,11,3,27,1
4,1,3,33,6,10,2,10,0
7,4,2,5,10,9,2,81,0
8,7,3,76,1,9,3,29,0
1,3,2,19,11,1,3,23,0
1,9,1,93,5,3,2,19,0
8,9,1,100,3,9,2,11,0
7,1,1,6,10,1,1,38,0
7,6,1,46,9,10,2,30,0
4,5,3,85,3,5,2,31,0
3,8,1,11,8,3,3,35,1
10,6,3,84,10,6,1,86,1
10,2,1,35,11,5,2,89,0
6,1,1,79,1,6,3,69,1
11,2,1,93,2,11,2,69,1
10,9,2,72,5,6,2,89,0
8,9,3,51,10,2,1,88,0
6,9,1,13,10,9,3,25,0
6,5,1,30,8,6,3,59,0
2,8,2,26,8,2,1,40,1
3,8,3,70,2,8,1,29,0
9,7,1,88,9,7,3,91,1
2,11,3,35,2,9,3,75,0
5,3,2,30,3,4,1,44,0
11,10,3,42,11,2,1,52,0
6,9,3,64,9,6,1,50,1
11,1,1,70,4,1,1,86,0
9,5,1,70,9,5,1,49,1
2,3,2,75,4,8,1,69,0
11,1,1,28,11,1,1,91,1
8,7,3,41,9,6,1,54,0
4,1,1,35,1,4,1,6,1
7,3,1,69,2,6,3,76,0
2,6,2,77,2,6,2,13,1
6,3,1,64,11,1,3,76,0
10,9,3,66,10,9,3,31,1
2,9,3,81,11,9,3,62,0
5,3,2,37,3,4,2,67,0
8,1,1,84,6,1,3,54,0
3,7,1,90,11,2,1,91,0
1,10,3,32,9,5,1,74,0
4,6,1,49,4,6,3,3,1
6,4,2,94,6,4,3,46,1
2,10,1,97,1,9,1,93,0
10,2,3,93,11,4,3,87,0
11,2,3,21,10,9,3,66,0
2,4,2,64,11,8,1,57,0
2,4,3,88,11,7,3,83,0
5,8,3,10,8,10,3,33,0
2,3,3,12,2,3,2,75,1
5,6,3,75,9,6,2,1,0
2,5,1,65,5,2,1,62,1
8,10,1,76,1,2,3,21,0
1,7,1,15,1,7,2,46,1
9,2,1,48,7,4,2,5,0
10,9,3,66,2,6,2,77,0
11,2,2,83,2,11,2,69,1
9,6,2,31,9,1,1,65,0
2,8,1,8,8,6,3,59,0
6,10,3,43,10,6,3,25,1
10,5,2,68,9,6,1,67,0
7,5,3,72,3,10,3,73,0
7,4,2,24,3,6,1,88,0
4,3,2,59,6,9,3,41,0
7,8,3,8,5,8,1,69,0
8,10,2,94,9,3,1,67,0
5,3,2,20,5,3,3,48,1
9,6,3,67,6,1,3,54,0
11,9,3,62,7,6,1,46,0
10,9,3,47,1,8,2,11,0
8,5,2,41,2,11,3,87,0
10,1,1,38,10,2,1,3,0
10,11,3,80,5,2,3,69,0
10,3,3,41,10,3,3,49,1
6,5,2,60,7,2,2,3,0
3,2,3,13,2,7,2,37,0
11,8,1,57,11,8,2,17,1
5,1,3,83,10,7,1,62,0
7,8,1,8,6,10,1,99,0
4,7,1,3,7,4,3,52,1
11,7,1,32,9,6,3,87,0
2,6,1,2,2,9,2,31,0
10,6,3,84,11,9,2,58,0
7,4,2,24,7,4,1,3,1
10,8,3,31,5,11,3,27,0
8,3,1,21,8,3,1,14,1
6,3,1,29,6,3,2,59,1
7,4,3,52,7,4,2,39,1
11,1,1,34,2,11,1,90,0
10,9,1,68,8,9,1,5,0
10,6,2,79,10,3,2,72,0
5,6,2,23,6,5,3,44,1
7,5,2,48,1,3,2,2,0
7,2,3,93,10,4,3,67,0
11,2,3,6,2,10,2,1,0
11,8,1,19,8,11,3,64,1
5,4,3,10,7,10,2,85,0
1,9,3,78,9,1,1,61,1
8,1,2,7,9,2,1,22,0
5,1,2,37,5,1,3,44,1
9,6,1,67,3,2,2,50,0
5,4,1,7,4,5,2,11,1
8,6,3,10,6,8,2,11,1
8,11,2,69,2,6,2,87,0
1,5,2,1,9,6,3,50,0
11,2,3,21,11,2,1,26,1
